mol_id,psmiles,num_nodes,num_edges,csv_row,file_path
648,[*]CC(C)NC(=O)CCc1ccc(-c2ccc(CS(=O)(=O)CCC/C=C/c3ccc(N[*])cc3C)cc2)c(C)c1,40,42,648,demo/finetune_high_Tg/scored/cond/graphs/batch_0/648.npz
649,[*]C#Cc1cc(C([*])CCCC[N+](C)(C)C)ccc1OC,21,21,649,demo/finetune_high_Tg/scored/cond/graphs/batch_0/649.npz
650,[*]C=P(c1ccccc1)(OC)C([*])(O)Br,15,15,650,demo/finetune_high_Tg/scored/cond/graphs/batch_0/650.npz
651,[*]CC([*])C(=O)OCCCCCCOC(=O)c1ccc(C(C)=O)cc1-c1c(C(C)(C)CCCCCC)cc(C)cc1,41,42,651,demo/finetune_high_Tg/scored/cond/graphs/batch_0/651.npz
652,[*]Nc1cc([*])c(I)cc1-c1ccc(OCC(Oc2ccc(CC(C)C)cc2)C(C)C)cc1,33,35,652,demo/finetune_high_Tg/scored/cond/graphs/batch_0/652.npz
653,[*]CC([*])CCOc1cc(C(=O)Oc2ccc(CCCCCCc3ccc([N+](=O)[O-])cc3)cc2)ccc1O,38,40,653,demo/finetune_high_Tg/scored/cond/graphs/batch_0/653.npz
654,[*]CC(C)(COC(=O)C=CCC(=O)O[*])c1ccccc1,21,21,654,demo/finetune_high_Tg/scored/cond/graphs/batch_0/654.npz
655,[*]/C=C/CCCCCCCCCOc1ccc2c(c1)C(=O)N(c1ccc(Oc3ccc(/N=N/c4ccc([*])cc4C)cc3)cc1)C2=O,47,51,655,demo/finetune_high_Tg/scored/cond/graphs/batch_0/655.npz
656,[*]COCCCc1ccc(COc2ccc(/C=C/C(=O)Nc3ccc(C(=O)O[*])cc3)cc2)cc1,35,37,656,demo/finetune_high_Tg/scored/cond/graphs/batch_0/656.npz
657,[*]CCC(C)(C)COC(=O)NCCCCCCC[Sn](C)(C)Cc1ccc(C(=O)N[*])cc1,32,32,657,demo/finetune_high_Tg/scored/cond/graphs/batch_0/657.npz
658,[*]CC(C)CC(=O)OC(=O)c1ccc(C(=O)CO[*])cc1,21,21,658,demo/finetune_high_Tg/scored/cond/graphs/batch_0/658.npz
659,[*]Cc1ccc(S(=O)(=O)COC(=O)CCCCCCCCC(=O)NNC(=O)C(=O)N[*])o1,32,32,659,demo/finetune_high_Tg/scored/cond/graphs/batch_0/659.npz
660,[*]Cc1ccc(S(=O)(=O)c2ccc([*])cc2)c(N)c1,19,20,660,demo/finetune_high_Tg/scored/cond/graphs/batch_0/660.npz
661,[*]CC(O)CCCCCOc1ccc(-n2on2-c2ccc(OCC([*])CCCCCCCCCCC)cc2)c(C(=O)O)c1,43,45,661,demo/finetune_high_Tg/scored/cond/graphs/batch_0/661.npz
662,[*]Cc1cc(OC[Si](C)(C)C)c([*])cc1COC(C)=O,20,20,662,demo/finetune_high_Tg/scored/cond/graphs/batch_0/662.npz
663,[*]Cc1ccc(CNC(=O)C([*])=NCCCCCCCC(C)CC)cc1,26,26,663,demo/finetune_high_Tg/scored/cond/graphs/batch_0/663.npz
664,[*]CC(C)(C=C)C(=O)NC([*])=O,12,11,664,demo/finetune_high_Tg/scored/cond/graphs/batch_0/664.npz
666,[*]CC1(C)CC(CN(C(=O)OCC[Si](C)(C)C(=O)O[*])CCCCCC)C1,27,27,666,demo/finetune_high_Tg/scored/cond/graphs/batch_0/666.npz
667,[*]CC(Oc1ccc(C(=O)OC)cc1)N1C(=O)c2cccc(O[*])c2C1=O,27,29,667,demo/finetune_high_Tg/scored/cond/graphs/batch_0/667.npz
668,[*]CCCP(CCCCCC)C(=O)Nc1cc(I)cc(NC(=O)O[*])c1,26,26,668,demo/finetune_high_Tg/scored/cond/graphs/batch_0/668.npz
669,[*]/C=C/c1ccc(-c2cc(OCCCCCCCC)cc(/C=C(\C)c3ccc([*])cc3)c2)cc1/N=N/c1ccc([2H])cc1,43,46,669,demo/finetune_high_Tg/scored/cond/graphs/batch_0/669.npz
670,[*]CCCCCCCc1ccc(NC(=O)c2ccc(C)c(C([*])=O)c2)cc1,27,28,670,demo/finetune_high_Tg/scored/cond/graphs/batch_0/670.npz
671,[*]NC(C)C(=O)Oc1ccc(OC(=O)NCCCC/C=C/NC([*])=O)cc1,27,27,671,demo/finetune_high_Tg/scored/cond/graphs/batch_0/671.npz
672,[*]CC([*])(C=CC)C(=O)Cc1ccc(C(F)(F)C(F)(F)F)cc1,23,23,672,demo/finetune_high_Tg/scored/cond/graphs/batch_0/672.npz
673,[*]CCCCCOc1ccc(C(=O)Sc2ccc(NC([*])=O)c(C[Si](C)(C)C)c2)cc1,31,32,673,demo/finetune_high_Tg/scored/cond/graphs/batch_0/673.npz
674,[*]CC([*])c1ccc(C([2H])(C(F)(F)F)C(=O)Oc2ccc(OC)cc2)cc1,27,28,674,demo/finetune_high_Tg/scored/cond/graphs/batch_0/674.npz
675,[*]c1ccc(-c2ccc(-c3ccc([SiH](=O)N([*])C(C)(C)C)cc3)cc2)c(S(=O)(=O)O)c1,31,33,675,demo/finetune_high_Tg/scored/cond/graphs/batch_0/675.npz
676,[*]C(=O)Nc1ccc(-c2ccc(C(=O)NNC(=O)OCCCCOC([*])=O)cc2)cc1,31,32,676,demo/finetune_high_Tg/scored/cond/graphs/batch_0/676.npz
677,[*]c1ccc(C([*])(C(F)(F)F)c2ccc(F)cc2)c(S(F)(F)F)c1,24,25,677,demo/finetune_high_Tg/scored/cond/graphs/batch_0/677.npz
678,[*]CCC(=O)NC[Si](C)(CC)C([*])=O,14,13,678,demo/finetune_high_Tg/scored/cond/graphs/batch_0/678.npz
679,[*]Oc1ccc(NC(=O)c2cc(C(=O)O)c(C)c(N[Si]([*])c3ccc(C)cc3)c2)cc1,31,33,679,demo/finetune_high_Tg/scored/cond/graphs/batch_0/679.npz
680,[*]Oc1ccc(C(=O)NNC(=O)c2ccc(OC(=O)COc3cnc([*])cc3)cc2)cc1SCCCCC,38,40,680,demo/finetune_high_Tg/scored/cond/graphs/batch_0/680.npz
681,[*]CC([*])(F)Oc1ccc(S(=O)(=O)c2ccc(C(F)(F)F)cc2)cc1,25,26,681,demo/finetune_high_Tg/scored/cond/graphs/batch_0/681.npz
682,[*]CCCCCC(=O)NSc1ccc(CCCCCCCCCCCCNC(=O)C(=O)NCCCCN[*])cc1,40,40,682,demo/finetune_high_Tg/scored/cond/graphs/batch_0/682.npz
684,[*]CC(CCC)c1ccc(CN=C(c2ccc(C([*])CC)cc2)S(=O)(=O)c2ccccc2)cc1,34,36,684,demo/finetune_high_Tg/scored/cond/graphs/batch_0/684.npz
685,[*]CC([*])C(=O)OCC/C=C/CCC[Si](C)(C)COc1ccc(-c2ccc(C)cc2)cc1,32,33,685,demo/finetune_high_Tg/scored/cond/graphs/batch_0/685.npz
686,[*]C([*])c1cc(C)cc(-c2c(O)cc(Br)cc2)c1,18,19,686,demo/finetune_high_Tg/scored/cond/graphs/batch_0/686.npz
687,[*]Oc1ccccc1/N=C/NC(=O)C1C(=O)N(c2ccc(C3([*])CC3=O)cc2)CC1,30,33,687,demo/finetune_high_Tg/scored/cond/graphs/batch_0/687.npz
688,[*]C[Si](C)(C)CCCc1ccc(CS(=O)(=O)NC([*])=O)cc1,22,22,688,demo/finetune_high_Tg/scored/cond/graphs/batch_0/688.npz
690,[*]CC(C)COc1ccc(OCCOC(=O)c2ccc(N[*])cc2)cc1,26,27,690,demo/finetune_high_Tg/scored/cond/graphs/batch_0/690.npz
691,[*]CC=CC(CC(=O)OCCCCCCCC)SN[*],20,19,691,demo/finetune_high_Tg/scored/cond/graphs/batch_0/691.npz
692,[*]C=CCOCCC(=O)Nc1ccc(SSC([*])=O)cc1,21,21,692,demo/finetune_high_Tg/scored/cond/graphs/batch_0/692.npz
693,[*]CC([*])(C)P(=O)(CI)OCCCOCC#C,17,16,693,demo/finetune_high_Tg/scored/cond/graphs/batch_0/693.npz
694,[*]Oc1ccc(C(c2ccc(OC([*])=O)cc2)c2ccccc2-c2ccccc2)c(Br)c1,32,35,694,demo/finetune_high_Tg/scored/cond/graphs/batch_0/694.npz
695,[*]C(=O)N(CC)c1ccc(C(=O)OCCOC(=O)c2ccc([*])cc2S(=O)(=O)O)cc1,31,32,695,demo/finetune_high_Tg/scored/cond/graphs/batch_0/695.npz
696,[*]CC([*])(C)C(=O)OCCOc1ccc(C(c2ccc([N+](=O)[O-])cc2)C(=O)c2ccc(OC(C)(C)C#N)cc2)cc1,41,43,696,demo/finetune_high_Tg/scored/cond/graphs/batch_0/696.npz
697,[*]CCCCCCCOC(=O)C(F)(F)CCCCC(=O)N=C([*])C,24,23,697,demo/finetune_high_Tg/scored/cond/graphs/batch_0/697.npz
698,[*]CC(=O)CCNC(=O)Pc1ccc(N2C(=O)c3ccc([*])cc3C2=O)cc1,28,30,698,demo/finetune_high_Tg/scored/cond/graphs/batch_0/698.npz
699,[*]CC([*])c1cc(OC(=O)CCC(=O)C(=O)NCCCCCCCCc2ccc(F)cc2)ccc1OC,37,38,699,demo/finetune_high_Tg/scored/cond/graphs/batch_0/699.npz
700,[*]/C=C/C(C)(C)C(=O)NP(=O)(Cl)c1cccc(O[*])c1,20,20,700,demo/finetune_high_Tg/scored/cond/graphs/batch_0/700.npz
701,[*]CCCP([*])(C)C(=O)OCc1ccc(/N=C/c2cccc(F)c2)cc1,26,27,701,demo/finetune_high_Tg/scored/cond/graphs/batch_0/701.npz
702,[*]CCCCCCC(=O)Nc1ccc(S(=O)(=O)C(=O)c2ccc(O[*])cc2)cc1,29,30,702,demo/finetune_high_Tg/scored/cond/graphs/batch_0/702.npz
703,[*]Cc1ccc([Si](C)(C)NC(=O)N[*])nc1,16,16,703,demo/finetune_high_Tg/scored/cond/graphs/batch_0/703.npz
704,[*]Cc1cc(C)c(CCNC([*])=O)c(CCC(C)C)c1,20,20,704,demo/finetune_high_Tg/scored/cond/graphs/batch_0/704.npz
705,[*]CCCCCCCCCCCOC(=O)NC[Si](C)(C)Oc1cc(OCC)cc(C(=O)NCCC(=O)c2ccc(O[*])c(C)c2)c1,46,47,705,demo/finetune_high_Tg/scored/cond/graphs/batch_0/705.npz
707,[*]Oc1ccc(/N=C/c2ccc(OC(=O)c3ccc(C(=O)Nc4ccc(Oc5ccc([*])cc5)cc4)cc3)cc2)cc1,42,46,707,demo/finetune_high_Tg/scored/cond/graphs/batch_0/707.npz
708,[*]Cc1ccc(C(=O)NCCCCCCSCCNC(=O)c2ccc(Sc3ccc(N=[*])cc3)cc2)cc1,38,40,708,demo/finetune_high_Tg/scored/cond/graphs/batch_0/708.npz
709,[*]CC(C)OC(=O)CCCCC(=O)NCC[*],17,16,709,demo/finetune_high_Tg/scored/cond/graphs/batch_0/709.npz
710,[*]Oc1ccc(/C=N/c2ccc(OCC(C)OC(=O)c3ccc(C([*])=O)cc3)cc2)cc1C(=O)Oc1ccc(C(F)(F)F)cc1,45,48,710,demo/finetune_high_Tg/scored/cond/graphs/batch_0/710.npz
711,[*]CC([*])N(C)c1ccc(C(=O)c2ccc(-c3ccc(C(=O)O)cc3)cc2)c(S(=O)(=O)CC(C)(C)C)c1,37,39,711,demo/finetune_high_Tg/scored/cond/graphs/batch_0/711.npz
712,[*]C(=O)NC1CCC(c2ccccc2)NC(=O)CCCCCCCCCCCCCC([*])C=Cc2ccc(F)cc2C1=O,43,45,712,demo/finetune_high_Tg/scored/cond/graphs/batch_0/712.npz
713,[*]/C=N/c1ccc(OCCCCCCCCNC(=O)CCc2ccc(N([*])c3ccccc3C)s2)cc1,37,39,713,demo/finetune_high_Tg/scored/cond/graphs/batch_0/713.npz
714,[*]Cc1ccc(CC(=[*])C(=N)CC=C)nc1,16,16,714,demo/finetune_high_Tg/scored/cond/graphs/batch_0/714.npz
715,[*]CC([*])(C)CON1C(=O)c2ccc(C(F)(F)F)cc21,20,21,715,demo/finetune_high_Tg/scored/cond/graphs/batch_0/715.npz
716,[*]c1ccc(OCC(C)C(=O)Oc2ccc3c(c2)C(=O)N([*])C3=O)cc1,26,28,716,demo/finetune_high_Tg/scored/cond/graphs/batch_0/716.npz
717,[*]CC(C#CC([*])=O)c1ccccc1-c1ccc(C)cc1,21,22,717,demo/finetune_high_Tg/scored/cond/graphs/batch_0/717.npz
718,[*]C(=O)Oc1cc(OC(=O)c2ccc(OCCCCCCOc3ccc([*])cc3)cc2)cc(C(=O)OCCOC)c1,41,43,718,demo/finetune_high_Tg/scored/cond/graphs/batch_0/718.npz
719,[*]CC([*])(C)C(=O)Oc1ccc(/N=N/c2ccc(-c3ccccc3)cc2)c(C(F)(F)C(F)(F)C(F)(F)OC(F)(F)F)c1,42,44,719,demo/finetune_high_Tg/scored/cond/graphs/batch_0/719.npz
720,[*]NCCCCCCCCCCNC(=O)c1cccc(OC(=O)CCc2ccc(C([*])=O)cc2)c1,35,36,720,demo/finetune_high_Tg/scored/cond/graphs/batch_0/720.npz
721,[*]CC(C)C1CC(C(=O)NCCNC(=O)c2ccc(O[*])cc2)C1=O,25,26,721,demo/finetune_high_Tg/scored/cond/graphs/batch_0/721.npz
722,[*]CCC1CC([*])C1C(=O)N(CCc1ccc(N)cc1)SSSSc1ccccc1,30,32,722,demo/finetune_high_Tg/scored/cond/graphs/batch_0/722.npz
723,[*]Oc1ccc(C(C)(CCCC)c2ccc(O[Si](C)(C)CCCCCCCCc3ccc(Oc4cc(C([*])=O)ccc4)cc3)cc2)cc1,48,51,723,demo/finetune_high_Tg/scored/cond/graphs/batch_0/723.npz
724,[*]CC(CCCCCCOc1ccc(C(=O)NCC(=O)Nc2ccc(O[*])cc2)cc1)C(C)C,34,35,724,demo/finetune_high_Tg/scored/cond/graphs/batch_0/724.npz
725,[*]CNC(=O)c1cc(NC(=O)N=C(C)CCCCN2C(=O)c3ccc(C(=O)Oc4ccc([*])cc4)cc3C2=O)ccc1,42,45,725,demo/finetune_high_Tg/scored/cond/graphs/batch_0/725.npz
726,[*]NC(=NC[Si](C)(C)CCC)C([*])=O,14,13,726,demo/finetune_high_Tg/scored/cond/graphs/batch_0/726.npz
729,[*]CCCCCCCOC(C)CCCCCCc1ccc(C(c2ccccc2)C(=O)O[*])cc1,34,35,729,demo/finetune_high_Tg/scored/cond/graphs/batch_0/729.npz
730,[*]Cc1ccc([Si]([*])(C)c2cccc(N(C)C)c2)cc1,20,21,730,demo/finetune_high_Tg/scored/cond/graphs/batch_0/730.npz
731,[*]CC([*])(OC(=O)c1ccc(F)cc1)c1ccccc1C(=O)Nc1ccc(OC)c(C)c1,32,34,731,demo/finetune_high_Tg/scored/cond/graphs/batch_0/731.npz
732,[*]CCC(=O)NCOC(=O)CCCCCCCCC(=O)Nc1ccc(OCC(=O)O[*])cc1,33,33,732,demo/finetune_high_Tg/scored/cond/graphs/batch_0/732.npz
733,[*]Oc1ccc(/C=C/C(=O)c2ccc(C(=O)Nc3ccc([*])cc3)cc2)c(OC)c1,30,32,733,demo/finetune_high_Tg/scored/cond/graphs/batch_0/733.npz
734,[*]Cc1ccc(NC(=O)/C=C/c2ccc(OCCCCCC([*])=O)cc2-c2ccccc2)cc1,34,36,734,demo/finetune_high_Tg/scored/cond/graphs/batch_0/734.npz
736,[*]Oc1ccc(/C=C/c2ccc(OC([*])=O)c(S(=O)(=O)OCCCCCCCCCCCCCC(C)(C)C)c2)cc1,41,42,736,demo/finetune_high_Tg/scored/cond/graphs/batch_0/736.npz
737,[*]OC(=O)c1ccc([Si]([*])(C)C)cc1NC(=O)Oc1ccc(NC(=O)Oc2ccc(-c3ccc(F)cc3)cc2)cc1,41,44,737,demo/finetune_high_Tg/scored/cond/graphs/batch_0/737.npz
738,[*]CCCCOC(=O)OCC(F)(F)C(F)(F)C(F)(F)CO[*],22,21,738,demo/finetune_high_Tg/scored/cond/graphs/batch_0/738.npz
739,[*]CCC(C)NCC1CCN([*])C1C#CCOc1c(C)cc(C#N)cc1C,27,28,739,demo/finetune_high_Tg/scored/cond/graphs/batch_0/739.npz
740,[*]CC([*])(C)C(=O)NCC[Sn](C)(C)CCOC,17,16,740,demo/finetune_high_Tg/scored/cond/graphs/batch_0/740.npz
741,[*]COc1ccc(CN(C)C(=O)CCCOC(=O)c2ccc(NC([*])=O)c(-c3ccc(C)cc3)c2)cc1,37,39,741,demo/finetune_high_Tg/scored/cond/graphs/batch_0/741.npz
742,[*]c1ccc(NC(=O)CCCCCCCCC(=O)N(CCCCCC)c2ccc(NC([*])=O)s2)cc1,36,37,742,demo/finetune_high_Tg/scored/cond/graphs/batch_0/742.npz
743,[*]CC([*])(C)C(=O)Oc1ccc(/N=N/c2cccc(C(C)(C)C)c2)cc1,26,27,743,demo/finetune_high_Tg/scored/cond/graphs/batch_0/743.npz
744,[*]/C=C/CCOC(=O)CCCCCCP(=O)(CCCCCCCCCC(=O)O[*])c1ccccc1,35,35,744,demo/finetune_high_Tg/scored/cond/graphs/batch_0/744.npz
745,[*]C=Cc1ccc(-c2ccc(NC(=O)C3CC(CC([*])=O)CC3)cc2)cc1,27,29,745,demo/finetune_high_Tg/scored/cond/graphs/batch_0/745.npz
746,[*]C/C=C/C=C/P(=O)(O[*])c1cccc(C(=O)NCCN2CCC(C)CC2)c1,28,29,746,demo/finetune_high_Tg/scored/cond/graphs/batch_0/746.npz
747,[*]Oc1ccc(OC(=O)NCc2ccc(C#N)cc2)c(C([*])=O)c1,24,25,747,demo/finetune_high_Tg/scored/cond/graphs/batch_0/747.npz
749,[*]CCCCCCCc1ccc(-c2ccc(N3C(=O)c4cc5c(=O)n([*])c(=O)c5cc4c3=O)cc2)cc1,37,41,749,demo/finetune_high_Tg/scored/cond/graphs/batch_0/749.npz
751,[*]CCCCOc1ccc(CCCCCCCCCCOC(=O)c2ccc(O[*])cc2)cc1,33,34,751,demo/finetune_high_Tg/scored/cond/graphs/batch_0/751.npz
752,[*]C=C(CC)C(=O)C1C(=O)N(C)CC1[*],15,15,752,demo/finetune_high_Tg/scored/cond/graphs/batch_0/752.npz
753,[*]CC([*])(C)C(=O)c1cc(OCCCCCCCC)ccc1-c1ccc(C(C)(C)C)cc1,32,33,753,demo/finetune_high_Tg/scored/cond/graphs/batch_0/753.npz
754,[*]Oc1ccc(C(=O)c2ccc(-c3ccc([*])cc3)cc2OCCCCCCCC)cc1,32,34,754,demo/finetune_high_Tg/scored/cond/graphs/batch_0/754.npz
755,[*]CC([*])(C)C(=O)Oc1ccc(C(O)(CCCC)C(=O)OCCCCCCCCCCOC(=O)c2ccc(OCC)cc2)cc1,45,46,755,demo/finetune_high_Tg/scored/cond/graphs/batch_0/755.npz
756,[*]CC([*])[Se]C(=O)OCCCCNC(=O)/C=N/c1ccc(I)cc1,24,24,756,demo/finetune_high_Tg/scored/cond/graphs/batch_0/756.npz
757,[*]CCCCCCCCOC(=O)NCC#Cc1ccc([*])c(-c2ccccc2)c1CC,31,32,757,demo/finetune_high_Tg/scored/cond/graphs/batch_0/757.npz
758,[*]Oc1ccc(/C(C)=C/c2ccc(OC(=O)C(C#CC)(C)C#CC#CCCCCCCCOC(=O)c3ccc([*])cc3)cc2)cc1,46,48,758,demo/finetune_high_Tg/scored/cond/graphs/batch_0/758.npz
759,[*]CCCCCCOc1ccc(NC(=O)CCC(CC[*])CCCC)cc1,27,27,759,demo/finetune_high_Tg/scored/cond/graphs/batch_0/759.npz
760,[*]NCC(=O)Nc1ccc(C(=O)NNC(=O)c2ccc(OCCCCc3ccc([*])cc3)cc2)cc1,36,38,760,demo/finetune_high_Tg/scored/cond/graphs/batch_0/760.npz
761,[*]CCCCCCOc1ccc(CC(=O)OCCCCCCOc2ccc(N3C(=O)c4ccc([*])cc4C3=O)cc2)cc1,43,46,761,demo/finetune_high_Tg/scored/cond/graphs/batch_0/761.npz
762,[*]Oc1ccc(C(C)(C)c2ccc(OC(=O)CN3C(=O)c4cccc(NC(=O)c5ccc([*])cc5C4=O)c3)cc2C)cc1,43,47,762,demo/finetune_high_Tg/scored/cond/graphs/batch_0/762.npz
763,[*]O[Si]([*])(C)OCCC(=O)OCc1cc(OC)c(C(=O)O)cc1C,24,24,763,demo/finetune_high_Tg/scored/cond/graphs/batch_0/763.npz
764,[*]c1ccc(N(C)C(=O)OCCCCCCCc2ccc(N3C(=O)c4ccc(C([*])=O)cc4C3=O)cc2)cc1,39,42,764,demo/finetune_high_Tg/scored/cond/graphs/batch_0/764.npz
765,[*]CC(C)(C)COC(=O)c1ccc(NC(=O)OCCCCCCCCCCOc2ccc(-c3nnc(C([*])=O)cc3)cc2)cc1,45,47,765,demo/finetune_high_Tg/scored/cond/graphs/batch_0/765.npz
766,[*]C1=CC=C(c2ccc(N(c3ccccc3)c3ccc(C(=O)NCC([*])=O)cc3)cc2)C1C#N,34,37,766,demo/finetune_high_Tg/scored/cond/graphs/batch_0/766.npz
767,[*]C/C=C/CCCCCCCCC(NC(=O)C(CCCCCC)N)C(=O)N[*],28,27,767,demo/finetune_high_Tg/scored/cond/graphs/batch_0/767.npz
768,[*]CN([*])C(=O)OC(C)(CC(C)C)C(F)(F)F,17,16,768,demo/finetune_high_Tg/scored/cond/graphs/batch_0/768.npz
769,[*]Nc1ccc(-c2ccc(NC(=O)NNC([*])=Cc3ccccc3)cc2)cc1OC#N,31,33,769,demo/finetune_high_Tg/scored/cond/graphs/batch_0/769.npz
770,[*]CC([*])(C)C(=O)NC(CCCCC)CCNC(=O)c1ccc2ccccc2c1,29,30,770,demo/finetune_high_Tg/scored/cond/graphs/batch_0/770.npz
771,[*]CNc1ccc(NC(=O)CCCCCCCC(=O)Nc2ccc(OCC(=O)N[*])cc2)cc1,34,35,771,demo/finetune_high_Tg/scored/cond/graphs/batch_0/771.npz
775,[*]CC([*])(C)C(=O)OCCOC(O)COc1ccc([Si](C)(C)OCC)cc1,27,27,775,demo/finetune_high_Tg/scored/cond/graphs/batch_0/775.npz
776,[*]CCCC(C)(C(=O)CCCCNC(=O)NCc1ccc(CCCCCCCC(=O)O[*])cc1)C(=O)OCC(F)(F)F,42,42,776,demo/finetune_high_Tg/scored/cond/graphs/batch_0/776.npz
778,[*]Cc1ccc(NSCCCC(=O)N2CC([*])(C)C2)cc1,21,22,778,demo/finetune_high_Tg/scored/cond/graphs/batch_0/778.npz
779,[*]/C=C/CC(CCCC)(CCCCCC)C(=O)OCCOC(=O)c1ccc(NC(=O)/C=C/c2ccc(N=[*])cc2)cc1,42,43,779,demo/finetune_high_Tg/scored/cond/graphs/batch_0/779.npz
780,[*]CCOCCOCCOc1ccc(/C=C/CCCCNC(=O)c2ccc(/C=C/c3ccc(C(=O)OCCCCCCCCOC([*])=O)cc3)cc2)cc1,54,56,780,demo/finetune_high_Tg/scored/cond/graphs/batch_0/780.npz
781,[*]Cc1ccc(COC(=O)c2ccc(P(=O)(CCC([*])=O)c3ccc(C#N)cc3)cc2)cc1,33,35,781,demo/finetune_high_Tg/scored/cond/graphs/batch_0/781.npz
782,[*]Oc1ccc(C(c2ccc(OC(=O)/C=C/c3ccc(C([*])=O)cc3)cc2)c2cc(C)c(Br)cc2)cc1F,38,41,782,demo/finetune_high_Tg/scored/cond/graphs/batch_0/782.npz
783,[*]CCCCCP(=CN[*])c1cc(OCCCCCCCC)ccc1COCC[N+](=O)[O-],32,32,783,demo/finetune_high_Tg/scored/cond/graphs/batch_0/783.npz
784,[*]CCC(C)(C)C(=[*])Cc1ccc(C(=O)O)cc1,18,18,784,demo/finetune_high_Tg/scored/cond/graphs/batch_0/784.npz
785,[*]CC([*])(C)C(=O)OCCCCc1cc(I)c([N+](=O)[O-])cc1O,23,23,785,demo/finetune_high_Tg/scored/cond/graphs/batch_0/785.npz
786,[*]Oc1cc(OCCOC(=O)Nc2ccc(S(=O)(=O)Oc3ccc(C#N)cc3)cc2)c(NC(=O)c2ccc(C)c(C([*])=O)c2)cc1,46,49,786,demo/finetune_high_Tg/scored/cond/graphs/batch_0/786.npz
789,[*]CC([*])C(=O)Nc1ccc(OC(=O)c2ccc3c(c2)N(CCCCCCCC)C3=O)cc1,33,35,789,demo/finetune_high_Tg/scored/cond/graphs/batch_0/789.npz
790,[*]C/C=C/CCCCNS(=O)(=O)c1ccc(C(=O)Nc2ccc(OCCCCCCCCOc3ccc(N([*])c4ccc(F)cc4)cc3C(F)(F)F)cc2)cc1,56,59,790,demo/finetune_high_Tg/scored/cond/graphs/batch_0/790.npz
791,[*]C#CN(c1ccc([Si](C)(C)C)cc1)Oc1cc([*])c(C)cc1N,24,25,791,demo/finetune_high_Tg/scored/cond/graphs/batch_0/791.npz
792,[*]CC(O)COc1ccc(CC/C=N/c2ccccc2)c(O[*])c1,24,25,792,demo/finetune_high_Tg/scored/cond/graphs/batch_0/792.npz
793,[*]NC1CCC(CCc2ccc(NC(=O)CCCCC([*])=O)cc2)CC1,26,27,793,demo/finetune_high_Tg/scored/cond/graphs/batch_0/793.npz
795,[*]NNC(=O)CCCC(=O)NCC1CCN(C([*])=S)C(=O)N1,22,22,795,demo/finetune_high_Tg/scored/cond/graphs/batch_0/795.npz
796,[*]CCCCCCCCCCOc1ccc(C(C)(C)c2ccc([*])cc2)c(C)c1C,30,31,796,demo/finetune_high_Tg/scored/cond/graphs/batch_0/796.npz
798,[*]CCCCCOc1ccc(/C=C/c2ccc(OC(=O)CCCCC([*])CC)cc2)cc1,32,33,798,demo/finetune_high_Tg/scored/cond/graphs/batch_0/798.npz
799,[*]CC([*])(C)C(=O)OCCCCCCCCCCN1CC1(C)CC,24,24,799,demo/finetune_high_Tg/scored/cond/graphs/batch_0/799.npz
800,[*]CC(C)(C)C(=O)Nc1ccc(C(=O)c2cc(Nc3ccc([*])cc3)cc(C)c2)cc1,31,33,800,demo/finetune_high_Tg/scored/cond/graphs/batch_0/800.npz
801,[*]NNC(=O)c1ccc(OC(=O)c2ccc3c(c2)C(=O)N(C([*])=O)C3=O)c(S(=O)(=O)OCCCCCCCCCCCCCC)c1SC(=O)O,50,52,801,demo/finetune_high_Tg/scored/cond/graphs/batch_0/801.npz
802,[*]N=NC(C)CCCNC(=O)C(Cc1ccc([Si]([*])(=O)=O)cc1)Oc1ccc2cc(OC(=O)NC(=O)C(F)(F)F)ccc2c1,44,46,802,demo/finetune_high_Tg/scored/cond/graphs/batch_0/802.npz
803,[*]OC(=O)c1ccccc1C(=O)Nc1ccc(OCCCc2ccc(-c3c(C([*])=O)cc(S(=O)(=O)CCCC)cc3)cc2)cc1,45,48,803,demo/finetune_high_Tg/scored/cond/graphs/batch_0/803.npz
804,[*]CC([*])C(=O)Nc1cc(S(=O)(=O)O)ccc1-c1cccc2ccccc12,27,29,804,demo/finetune_high_Tg/scored/cond/graphs/batch_0/804.npz
805,[*]C=C[Si](C)(C)CCCCC(=O)Nc1ccc(NC(=O)O[*])cc1,24,24,805,demo/finetune_high_Tg/scored/cond/graphs/batch_0/805.npz
806,[*]Sc1ccc(/N=C/c2cc(C)c(OC([*])=O)cc2)cc1OC,23,24,806,demo/finetune_high_Tg/scored/cond/graphs/batch_0/806.npz
807,[*]CCCCC([*])[Si](C)(C)C(=O)OCc1c(Cl)cccc1N,22,22,807,demo/finetune_high_Tg/scored/cond/graphs/batch_0/807.npz
808,[*]C(=O)c1ccc(Oc2ccc(N3C(=O)C(=O)N(c4ccc(Sc5ccc(C([*])=O)cc5)cc4)C3=O)cc2)cc1,40,44,808,demo/finetune_high_Tg/scored/cond/graphs/batch_0/808.npz
809,[*]CC(Oc1ccc(C(C)(C)c2ccc(OCc3ccc(O[*])cc3)cc2)cc1)c1cccc(C(=O)OCCCCCC(F)(F)F)c1C#N,49,52,809,demo/finetune_high_Tg/scored/cond/graphs/batch_0/809.npz
